caseId,dateDecision,decisionType,usCite,sctCite,term,naturalCourt,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
2014-077,11/10/14,2,574 U.S. 13,135 S. Ct. 348,2014,1704,14-212,"JEREMY CARROLL v. ANDREW CARMAN, ET UX",,,8,45,174,,1,0,110,,23,,0,12,6,2,1,4,0,1,0,0,20400,2,1,0,4,,3,314,NA,,111,1,9,0
2015-001,12/1/15,1,,136 S. Ct. 390,2015,1704,13-1067,OBB PERSONENVERKEHR AG v. SACHS,10/5/15,,24,,208,,1,0,50,,29,,1,12,3,2,1,3,0,1,0,0,80060,8,1,0,4,,6,600,Foreign Sovereign Immunities Act,111,111,1,9,0
2015-004,12/14/15,1,,135 S. Ct. 1547,2015,1704,14-462,"DIRECTV, INC. v. IMBURGIA",10/6/15,,124,,134,,1,0,302,6,301,6,0,5,2,2,1,4,0,1,0,0,80160,8,1,0,7,4,3,388,NA,110,111,1,6,3
2015-008,1/25/16,1,,136 S. Ct. 760,2015,1704,14-840,FEDERAL ENERGY REGULATORY COMMISSION v. ELECTRIC POWER SUPPLY ASSOCIATION,10/14/15,,344,,148,,1,0,32,,32,,1,11,8,1,1,4,0,1,0,0,80270,8,2,0,5,4,3,336,NA,114,111,1,6,2
2015-015,1/12/16,1,,135 S. Ct. 2833,2015,1704,14-844,BRUCE v. SAMUELS,11/4/15,,215,,336,,1,0,55,,32,,0,2,12,1,1,2,0,0,0,0,20350,2,1,,4,,6,600,Prison Litigation Reform Act,109,111,1,9,0
2015-016,1/20/16,1,,136 S. Ct. 651,2015,1704,14-723,MONTANILE v. BD. OF NATIONAL ELEVATOR INDUSTRY HEALTH BENEFIT PLAN,11/9/15,,208,,146,,1,0,58,,31,,0,2,2,1,1,4,0,1,0,0,80090,8,2,0,4,,3,323,NA,108,111,1,8,1
2015-017,6/16/16,1,,136 S. Ct. 1969,2015,1705,14-916,"KINGDOMWARE TECHNOLOGIES, INC., v. UNITED STATES",2/22/16,,176,,414,,1,0,3,,8,,1,11,2,2,1,4,0,1,0,0,80060,8,1,0,4,,6,600,38 U.S.C. 8127,108,111,1,8,0
2015-018,3/22/16,1,,136 S. Ct. 1036,2015,1705,14-1146,"TYSON FOODS, INC., v. BOUAPHAKEO",11/10/15,,158,,145,,1,0,70,,28,,1,12,2,2,1,2,0,0,0,0,70040,7,2,0,3,7,4,400,NA,106,111,1,6,2
2015-021,5/23/16,1,,136 S. Ct. 1769,2015,1705,14-613,GREEN v. BRENNAN,11/30/15,,145,,412,,1,0,52,,30,,0,2,2,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,NA,113,111,1,7,1
2015-023,1/25/16,1,,136 S. Ct. 750,2015,1704,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0
2015-024,3/1/16,1,,136 S. Ct. 936,2015,1705,14-181,GOBEILLE v. LIBERTY MUTUAL INSURANCE COMPANY,12/2/15,,4,53,171,,1,0,124,,22,,1,10,3,2,1,2,0,0,0,0,100030,10,2,0,4,,3,323,NA,106,111,1,6,2
2015-025,6/23/16,5,,136 S. Ct. 2159,2015,1705,13-1496,DOLLAR GENERAL CORPORATION v. MISSISSIPPI BAND OF CHOCTAW INDIANS,12/7/15,,238,,175,,1,0,85,,25,,0,12,2,2,1,2,0,0,0,0,20150,2,2,0,3,,9,900,NA,,,1,4,4
2015-026,4/19/16,1,,136 S. Ct. 1277,2015,1705,14-1175,CALIFORNIA FRANCHISE TAX BOARD v. HYATT,12/7/15,,4,6,174,,1,0,302,33,300,33,0,11,7,2,1,5,0,1,0,0,80060,8,1,0,2,3,1,143,NA,110,106,1,6,2
2015-027,4/20/16,1,,136 S. Ct. 1301,2015,1705,14-232,HARRIS v. ARIZONA INDEPENDENT REDISTRICTING COMMISSION,12/8/15,,251,,4,4,2,1,45,,45,,1,1,,2,1,2,0,0,0,0,20010,2,2,,2,4,2,231,NA,110,111,1,8,0
2015-028,4/4/16,1,,136 S. Ct. 1120,2015,1705,14-940,EVENWEL v. ABBOTT,12/8/15,,251,,19,51,2,1,122,,122,,0,1,,2,1,2,0,0,0,0,20010,2,2,0,2,,2,231,NA,109,111,1,8,0
2015-029,6/23/16,1,,136 S. Ct. 2198,2015,1705,14-981,FISHER v. UNIVERSITY OF TEXAS AT AUSTIN,12/9/15,,239,,26,51,1,0,122,,25,,1,12,2,2,1,2,0,0,0,0,20070,2,2,0,2,7,2,231,NA,106,106,1,4,3
2015-030,3/29/16,5,,136 S. Ct. 1083,2015,1705,14-915,FRIEDRICHS v. CALIFORNIA TEACHERS ASSOCIATION,1/11/16,,216,,216,,1,0,48,,29,,0,12,2,2,1,2,0,0,0,0,70030,7,2,0,3,7,2,201,NA,,,1,4,4
2015-033,4/20/16,1,,136 S. Ct. 1310,2015,1705,14-770,BANK MARKAZI v. PETERSON,1/13/16,,600,,208,,1,0,96,,22,,0,11,2,2,1,2,0,0,0,0,80060,8,2,0,1,4,1,138,NA,109,106,1,6,2
2015-037,3/22/16,1,,136 S. Ct. 1072,2015,1705,14-1406,NEBRASKA v. PARKER,1/20/16,,28,32,115,,1,0,89,,28,,0,11,2,2,1,2,0,0,0,0,20160,2,2,0,4,4,6,600,"(Treaty) Act of August 7, 1882",108,111,1,8,0
2015-038,3/22/16,1,,136 S. Ct. 1061,2015,1705,14-1209,STURGEON v. FROST,1/20/16,,214,,326,,1,0,44,,29,,0,12,2,2,1,5,0,1,0,0,80130,8,1,0,4,5,6,600,16 USC 3102,111,111,1,8,0
2015-041,6/13/16,1,,136 S. Ct. 1923,2015,1705,14-1513,HALO ELECTRONICS v. PULSE ELECTRONICS,2/23/16,,133,,133,,1,0,90,,8,,0,12,5,2,1,5,0,1,0,0,80180,8,1,0,4,,6,600,Patent Act,111,111,1,8,0
2015-042,4/19/16,1,,136 S. Ct. 1288,2015,1705,14-614,HUGHES v. PPL ENERGYPLUS,2/24/16,,4,25,148,,1,0,79,,24,,0,12,2,2,1,2,0,0,0,0,100100,10,2,,4,,3,336,NA,109,111,1,8,0
2015-047,5/16/16,1,,136 S. Ct. 1581,2015,1705,15-145,"HUSKY INTERNATIONAL ELECTRONICS, INC., v. RITZ",3/1/16,,135,,138,,1,0,121,,25,,0,12,2,2,1,4,0,1,0,0,80030,8,1,0,4,,3,307,NA,113,111,1,7,1
2015-048,6/27/16,1,,136 S. Ct. 2292,2015,1705,15-274,WHOLE WOMAN'S HEALTH v. HELLERSTEDT,3/2/16,,165,,7,51,1,0,122,,25,,1,11,3,1,3,4,0,1,0,0,50020,5,2,0,2,,2,230,NA,110,106,1,5,3
2015-050,6/20/16,1,,136 S. Ct. 2090,2015,1705,15-138,RJR NABISCO INC. v. EUROPEAN COMMUNITY,3/21/16,,143,,24,,1,0,94,,22,,1,3,3,2,1,4,0,1,0,0,80060,8,1,0,4,,3,362,NA,112,111,1,4,3
2015-051,6/6/16,1,,136 S. Ct. 1843,2015,1705,15-109,SIMMONS v. HIMMELREICH,3/22/16,,8,60,215,,1,0,103,,26,,0,2,5,2,1,2,0,0,0,0,80060,8,2,0,4,,3,374,NA,113,111,1,8,0
2015-053,5/16/16,1,,136 S. Ct. 1594,2015,1705,15-338,SHERIFF v. GILLIE,3/29/16,,111,,138,,1,0,104,,26,,1,12,5,2,1,4,0,1,0,0,20100,2,1,0,4,,6,600,Fair Debt Collection Practices Act,109,111,1,8,0
2015-054,6/6/16,1,,136 S. Ct. 1850,2015,1705,15-339,ROSS v. BLAKE,3/29/16,,215,,19,25,1,0,79,,24,,1,12,3,2,1,5,0,1,0,0,20400,2,1,0,4,,6,600,Prison Litigation Reform Act,114,111,1,8,0
2015-056,5/31/16,1,,136 S. Ct. 1807,2015,1705,15-290,"UNITED STATES ARMY CORP OF ENGINEERS v. HAWKES CO., INC.",3/30/16,,306,,187,,1,0,83,,28,,0,12,4,1,1,2,0,0,0,0,80130,8,1,0,4,7,3,338,NA,111,111,1,8,0
2015-057,1/25/16,2,,136 S. Ct. 758,2015,1704,15-278,"AMGEN INC., et al., PETITIONERS v. STEVE HARRIS, et al.",,,102,,237,,1,0,48,,29,,0,12,3,1,1,4,0,1,0,0,80090,8,2,0,4,7,3,323,NA,,111,1,9,0
2015-059,3/7/16,2,,136 S. Ct. 1017,2015,1705,15-648,VL v. EL,,,253,,253,,1,0,302,1,300,1,0,12,4,1,1,4,0,1,0,0,80110,8,2,0,2,,1,143,NA,,111,1,8,0
2015-062,6/13/16,1,,136 S. Ct. 1938,2015,1705,15-233,PUERTO RICO v. FRANKLIN CALIFORNIA TAX FREE TRUST,3/22/16,,28,46,173,,1,0,112,,21,,0,12,2,1,1,2,0,0,0,0,80030,8,1,0,4,,3,307,NA,108,111,1,5,2
2015-064,5/19/16,1,,136 S. Ct. 1642,2015,1705,14-1375,"CRST VAN EXPEDITED, INC. v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION",3/28/16,,245,,332,,1,0,70,,28,,0,2,4,2,1,5,0,1,0,0,20060,2,1,,4,,3,384,NA,106,111,1,8,0
2015-065,6/23/16,5,,136 S. Ct. 2271,2015,1705,15-674,UNITED STATES v. TEXAS,4/18/16,,27,,28,51,1,0,121,,25,,0,12,2,1,1,2,0,0,0,0,20260,2,1,0,3,,9,900,NA,,,1,4,4
2015-067,6/16/16,1,,136 S. Ct. 1989,2015,1705,15-7,"UNIVERSAL HEALTH SERVICES, INC. v. ESCOBAR, JULIO, ET AL",4/19/16,,165,,27,,1,0,80,,21,,0,2,5,2,1,5,0,1,0,0,80140,8,1,,4,7,3,325,NA,108,111,1,8,0
2015-069,6/20/16,1,,136 S. Ct. 2117,2015,1705,15-415,"ENCINO MOTORCARS, LLC v. NAVARRO",4/20/16,,125,,145,,1,0,48,,29,,0,2,3,2,1,5,0,1,0,0,70040,7,1,1,4,,3,334,NA,106,111,1,6,2
2015-071,6/20/16,1,,136 S. Ct. 2131,2015,1705,15-446,"CUOZZO SPEED TECHNOLOGIES, LLC v. LEE",4/25/16,,172,,394,,1,0,8,,8,,1,11,2,2,1,2,0,0,0,0,80180,8,2,0,4,,6,600,America Invests Act 35usc314,110,111,1,6,2
2016-001,12/6/16,1,,137 S. Ct. 429,2016,1705,15-777,SAMSUNG ELECTRONICS v. APPLE,10/11/16,,133,,133,,1,0,50,,8,,0,12,2,1,1,4,0,1,0,0,80180,8,2,,4,,6,600,Patent Act,113,111,1,8,0
2016-006,2/22/17,1,,137 S. Ct. 743,2016,1705,15-497,FRY v. NAPOLEON COMMUNITY SCHOOLS,10/31/16,,239,,21,27,1,0,81,,26,,1,7,2,1,1,5,0,1,0,0,20210,2,2,0,4,,6,600,Individuals with Disabilities Education Act,114,111,1,8,0
2016-007,3/22/17,1,,137 S. Ct. 1002,2016,1705,15-866,"STAR ATHLETICA, L.L.C. v. VARSITY BRANDS, INC.",10/31/16,,184,,184,,1,0,118,,26,,1,11,3,1,1,2,0,0,0,0,80190,8,1,0,4,,6,600,Copyright Act,108,111,1,6,2
2016-008,3/22/17,1,,137 S. Ct. 973,2016,1705,15-649,CZYZEWSKI v. JEVIC HOLDING CORP.,12/7/16,,135,,114,,1,0,54,,23,,1,12,2,2,1,4,0,1,0,0,80030,8,1,0,4,,3,307,NA,110,111,1,6,2
2016-009,3/21/17,1,,137 S. Ct. 954,2016,1705,15-927,"SCA HYGIENE PRODS. AKTIEBOLAG v. FIRST QUALITY BABY PRODS., LLC",11/1/16,,172,,172,,1,0,74,,8,,1,12,2,1,1,5,0,1,0,0,80180,8,2,0,4,,6,600,35 USC 286,112,111,1,7,1
2016-015,6/12/17,1,,137 S. Ct. 1678,2016,1706,15-1191,"SESSIONS, ATT'Y GEN. v. MORALES-SANTANA",11/9/16,,327,,106,,1,0,22,,22,,0,2,3,2,2,7,0,1,0,0,20270,2,2,,1,,2,212,NA,109,111,1,8,0
2016-020,12/6/16,1,,137 S. Ct. 436,2016,1705,15-513,"STATE FARM FIRE & CASUALTY CO. v. UNITED STATES, EX REL RIGSBY",11/1/16,,171,,230,,1,0,85,,25,,0,12,2,2,1,2,0,0,0,0,80060,8,2,0,4,,6,600,False Claims Act,106,111,1,8,0
2016-029,3/1/17,1,,137 S. Ct. 788,2016,1705,15-680,BETHUNE-HILL v. VA BD. OF ELECTIONS,12/5/16,,251,,4,55,2,1,126,,126,,1,1,,1,1,7,0,1,0,0,20010,2,2,1,2,,2,231,NA,106,111,1,8,0
2016-030,5/22/17,1,,137 S. Ct. 1455,2016,1706,15-1262,COOPER v. HARRIS,12/5/16,,28,38,251,,2,1,99,,99,,1,1,,2,3,2,0,0,0,0,20090,2,2,,2,3,2,231,NA,114,111,1,8,0
2016-031,2/22/17,1,,137 S. Ct. 734,2016,1705,14-1538,LIFE TECHNOLOGIES CORP. v. PROMEGA CORP.,12/6/16,,184,,172,,1,0,133,,8,,1,12,3,1,1,4,0,1,0,0,80180,8,2,0,4,,6,600,Patent Act,113,106,1,7,0
2016-034,4/25/17,1,,137 S. Ct. 1285,2016,1706,15-1500,LEWIS v. CLARKE,1/9/17,,208,,170,,1,0,302,8,300,8,0,11,3,2,1,4,0,1,0,0,20160,2,1,,2,3,9,900,NA,113,111,1,8,0
2016-037,3/22/17,1,,137 S. Ct. 988,2016,1705,15-827,ENDREW F. v. DOUGLAS CNTY. SCH. DIST. RE-1,1/11/17,,140,,21,7,1,0,52,,30,,0,12,2,1,1,5,0,1,0,0,20210,2,2,,4,,6,600,Individuals with Disabilities Education Act,111,111,1,8,0
2016-039,5/15/17,1,,137 S. Ct. 1407,2016,1706,16-348,MIDLAND FUNDING LLC v. JOHNSON,1/17/17,,135,,114,,1,0,43,,31,,0,2,4,2,1,3,0,1,0,0,20100,2,1,0,4,,6,600,Fair Debt Collection Practices Act,110,111,1,5,3
2016-041,6/19/17,1,,137 S. Ct. 1843,2016,1706,15-1358,ZIGLAR v. ABBASI,1/18/17,,368,,106,,1,0,94,,22,,1,12,3,2,1,3,0,1,0,0,20400,2,1,0,4,,3,314,NA,106,111,1,4,2
2016-045,5/15/17,1,,137 S. Ct. 1421,2016,1706,16-32,KINDRED NURSING CENTERS v. CLARK,2/22/17,,165,,102,,1,0,301,21,300,21,1,12,2,2,1,4,0,1,0,0,80160,8,1,0,4,3,3,388,NA,114,111,1,7,1
2016-047,5/30/17,1,,137 S. Ct. 1562,2016,1706,16-54,ESQUIVEL-QUINTANA v. SESSIONS,2/27/17,,106,,1,,1,0,26,,26,,1,12,9,1,1,3,0,1,0,0,20110,2,2,,4,,3,344,NA,108,111,1,8,0
2016-049,4/18/17,1,,137 S. Ct. 1190,2016,1706,16-149,COVENTRY HEALTH CARE OF MISSOURI v. NEVILS,3/1/17,,171,,145,,1,0,301,30,300,30,0,5,3,1,1,4,0,1,0,0,100030,10,2,,4,3,6,600,Federal Employees Health Benefits Act of 1959,109,111,1,8,0
2016-052,5/15/17,1,,137 S. Ct. 1400,2016,1706,15-1031,HOWELL v. HOWELL,3/20/17,,250,,253,,1,0,302,4,300,4,0,6,2,1,1,4,0,1,0,0,100020,10,2,,4,3,6,600,Uniformed Services Former Spouses' Protection Act 10 U.S.C. 1408,110,111,1,8,0
2016-054,5/30/17,1,,137 S. Ct. 1523,2016,1706,15-1189,IMPRESSION PRODUCTS v. LEXMARK INTERNATIONAL,3/21/17,,184,,172,,1,0,104,,8,,1,11,7,1,1,4,0,1,0,0,80180,8,2,,4,,6,600,"Patent Act, 35 USC 154",111,111,1,8,0
2016-055,5/30/17,1,,137 S. Ct. 1539,2016,1706,16-369,CTY. OF LOS ANGELES v. MENDEZ,3/22/17,,5,6,208,,1,0,48,,29,,0,12,6,2,1,5,0,1,0,0,20400,2,1,,3,,3,314,NA,112,111,1,8,0
2016-057,6/5/17,1,,137 S. Ct. 1652,2016,1706,16-74,ADVOCATE HEALTH CARE NETWORK v. STAPLETON,3/27/17,,167,,145,,1,0,66,,27,,0,10,2,2,1,3,0,1,0,0,80090,8,1,,4,,3,323,NA,114,111,1,8,0
2016-062,6/5/17,1,,137 S. Ct. 1626,2016,1706,16-142,HONEYCUTT v. UNITED STATES,3/29/17,,145,,27,,1,0,116,,26,,0,2,6,2,1,3,0,1,0,0,80070,8,1,,4,,6,600,"Comprehensive Forfeiture Act of 1984, 21 USC 853",113,111,1,8,0
2016-066,6/5/17,1,,137 S. Ct. 1635,2016,1706,16-529,KOKESH v. SEC,4/18/17,,119,,405,,1,0,93,,30,,0,2,2,2,1,3,0,1,0,0,80120,8,1,,4,,3,365,NA,113,111,1,9,0
2016-067,6/12/17,1,,137 S. Ct. 1718,2016,1706,16-349,HENSON v. SANTANDER CONSUMER USA INC.,4/18/17,,138,,135,,1,0,79,,24,,0,2,2,1,1,2,0,0,0,0,80170,8,1,,4,,6,600,"Fair Debt Collection Practices Act, 15 USC 1692",115,111,1,9,0
2016-069,6/22/17,1,,137 S. Ct. 1899,2016,1706,16-240,WEAVER v. MASSACHUSETTS,4/19/17,,126,,28,26,1,0,302,26,300,26,0,5,2,1,1,2,0,0,0,0,20330,2,1,0,3,,2,214,NA,106,111,1,7,2
2016-074,6/12/17,1,,137 S. Ct. 1664,2016,1706,15-1039,SANDOZ INC. v. AMGEN INC.,4/26/17,,143,,172,,1,0,50,,8,,1,12,7,1,1,4,0,1,0,0,80180,8,2,,4,,6,600,"Biologics Price Competition and Innovation Act, 42 USC 262",108,111,1,9,0
2016-075,6/22/17,1,,137 S. Ct. 1918,2016,1706,16-309,MASLENJAK v. UNITED STATES,4/26/17,,106,,27,,1,0,103,,26,,0,2,2,1,1,5,0,1,0,0,20280,2,2,,4,,6,600,18 USC 1425,114,111,1,9,0
2016-078,6/5/17,2,,137 S. Ct. 1624,2016,1706,16-1023,NORTH CAROLINA v. COVINGTON,,,28,38,251,,2,1,99,,99,,0,1,9,2,1,5,0,1,0,0,20090,2,1,,3,,9,900,NA,,111,1,9,0
2017-002,5/21/18,1,,138 S. Ct. 1612,2017,1706,16-285,EPIC SYSTEMS CORP. v. LEWIS,10/2/17,,151,,145,,1,0,133,,27,,0,7,2,2,1,4,0,1,0,0,70010,7,1,0,4,,3,388,NA,115,111,1,5,4
2017-003,2/27/18,1,,138 S. Ct. 830,2017,1706,15-1204,JENNINGS v. RODRIGUEZ,11/30/16,10/3/17,368,,106,,1,0,48,,29,,0,12,2,2,1,4,0,1,0,0,20310,2,1,0,4,,3,344,NA,112,111,1,5,3
2017-006,1/22/18,1,,138 S. Ct. 577,2017,1706,15-1485,DISTRICT OF COLUMBIA v. WESBY,10/4/17,,28,10,110,,1,0,55,,32,,1,11,2,2,1,4,0,1,0,0,80060,8,1,,2,,6,600,42 USCU ss 1983 Civil action for deprivation of rights,108,111,1,9,0
2017-011,3/21/18,1,,138 S. Ct. 1080,2017,1706,16-6795,AYESTAS v. DAVIS,10/30/17,,215,,7,51,1,0,121,,25,,0,11,2,1,1,5,0,1,0,0,20390,2,2,,4,,6,600,18 USC 3599 Code of Criminal Procedure,112,111,1,9,0
2017-013,3/5/18,1,,138 S. Ct. 960,2017,1706,15-1509,U.S. BANK NATIONAL ASSOCIATION v. VILLAGE AT LAKERIDGE,10/31/17,,113,,114,,1,0,20,,29,,1,11,2,2,1,2,0,0,0,0,80030,8,2,,3,,3,307,NA,114,111,1,9,0
2017-016,2/27/18,1,,138 S. Ct. 883,2017,1706,16-784,"MERIT MANAGEMENT GROUP, LP v. FTI CONSULTING, INC",11/6/17,,196,,114,,1,0,66,,27,,0,2,3,2,1,2,0,0,0,0,80030,8,2,,4,,3,307,NA,113,111,1,9,0
2017-018,6/11/18,1,,138 S. Ct. 1833,2017,1706,16-980,HUSTED v. A. PHILIP RANDOLPH INSTITUTE,1/10/18,,7,41,251,,1,0,104,,26,,1,12,3,2,1,3,0,1,0,0,20010,2,1,0,4,,6,600,"National Voter Registration Act ,52 USCS § 20501",112,111,1,5,4
2017-019,3/20/18,1,,138 S. Ct. 1061,2017,1706,15-1439,CYAN v. BEAVER COUNTY EMPLOYEES RETIREMENT FUND,11/28/17,,205,,173,,1,0,302,6,301,6,0,5,9,2,1,2,0,0,0,0,80120,8,2,,4,,3,365,NA,114,111,1,9,0
2017-020,6/4/18,1,,138 S. Ct. 1719,2017,1706,16-111,"MASTERPIECE CAKESHOP, LTD. v. COLORADO CIVIL RIGHTS COMMISSION",12/5/17,,228,,4,7,1,0,301,7,301,7,0,12,2,2,1,3,0,1,0,0,20130,2,1,0,2,,2,202,NA,106,111,1,7,2
2017-022,5/14/18,1,,138 S. Ct. 1461,2017,1706,16-476,MURPHY v. NATIONAL COLLEGIATE ATHLETIC ASSOCIATION,12/4/17,,28,35,216,,1,0,92,,23,,1,10,2,2,2,3,0,1,0,0,100120,10,1,0,1,,6,600,28 USC 3702 Professional and Amateur Sports Protection Act,112,111,1,7,2
2017-023,2/21/18,1,,138 S. Ct. 816,2017,1706,16-534,RUBIN v. ISLAMIC REPUBLIC OF IRAN,12/4/17,,208,,24,,1,0,66,,27,,0,2,2,1,1,2,0,0,0,0,80060,8,1,,4,,6,600,"Foreign Sovereign Immunities Act, 28 USCS ss 1602",113,111,1,8,0
2017-024,4/24/18,1,,138 S. Ct. 1365,2017,1706,16-712,"OIL STATES ENERGY SERVICES, LLC v. GREENE’S ENERGY GROUP, LLC",11/27/17,,198,,198,,1,0,8,,8,,0,11,2,2,1,2,0,0,0,0,80180,8,2,0,1,3,1,138,NA,108,106,1,7,2
2017-025,4/24/18,1,,138 S. Ct. 1348,2017,1706,16-969,SAS INSTITUTE INC. v. IANCU,11/27/17,,172,,394,,1,0,8,,8,,1,11,7,1,1,4,0,1,0,0,80180,8,2,0,4,,6,600,35 USC 311,115,111,1,5,4
2017-028,2/21/18,1,,138 S. Ct. 767,2017,1706,16-1276,DIGITAL REALTY TRUST v. SOMERS,11/28/17,,139,,145,,1,0,50,,29,,1,2,2,2,1,4,0,1,0,0,80120,8,1,,4,,6,600,Dodd-Franks Act,109,111,1,9,0
2017-035,6/22/18,6,,138 S. Ct. 2273,2017,1706,16-1017,COX v. UNITED STATES,1/16/18,,186,,27,,1,0,4,,4,,0,12,9,3,1,9,0,0,0,0,20240,2,3,,,,,,NA,,111,1,9,0
2017-036,6/22/18,6,,138 S. Ct. 2273,2017,1706,16-961,DALMAZZI v. UNITED STATES,1/16/18,,186,,27,,1,0,5,,4,,0,12,9,3,1,9,0,0,0,0,20240,2,3,,,,,,NA,,111,1,9,0
2017-040,4/2/18,1,,138 S. Ct. 1134,2017,1706,16-1362,"ENCINO MOTORCARS, LLC v. NAVARRO",1/17/18,,125,,145,,1,0,48,,29,,0,11,3,2,1,4,0,1,0,0,70040,7,1,0,4,,3,334,NA,108,111,1,5,4
2017-041,6/26/18,1,,138 S. Ct. 2361,2017,1706,16-1140,NATIONAL INSTITUTE OF FAMILY AND LIFE ADVOCATES v. BECERRA,3/20/18,,165,,7,6,1,0,51,,29,,0,13,9,2,3,4,0,1,0,0,50020,5,1,0,2,,2,200,NA,108,111,1,5,4
2017-044,6/25/18,1,,138 S. Ct. 2274,2017,1706,16-1454,OHIO v. AMERICAN EXPRESS CO.,2/26/18,,28,41,135,,1,0,94,,22,,0,12,3,1,1,2,0,0,0,0,80010,8,1,0,4,7,3,367,NA,108,111,1,5,4
2017-045,6/27/18,1,,138 S. Ct. 2448,2017,1706,16-1466,"JANUS v. AMERICAN FEDERATION OF STATE, COUNTY, AND MUNICIPAL EMPLOYEES, COUNCIL 31",2/26/18,,8,17,249,,1,0,66,,27,,0,10,2,2,3,4,0,1,1,0,70030,7,1,0,2,,2,200,NA,112,111,1,5,4
2017-058,6/22/18,1,,138 S. Ct. 2129,2017,1706,16-1011,WESTERNGECO LLC v. ION GEOPHYSICAL CORP.,4/16/18,,122,,122,,1,0,121,,8,,1,12,6,2,1,4,0,1,0,0,80180,8,1,0,4,7,6,600,"Patent Act, 35 USCS 284",108,111,1,7,2
2017-059,6/21/18,1,,138 S. Ct. 2080,2017,1706,17-494,SOUTH DAKOTA v. WAYFAIR,4/17/18,,28,49,233,,1,0,302,49,300,49,0,10,2,1,1,5,0,1,1,0,80100,8,2,0,3,,1,111,NA,106,106,1,5,4
2017-060,6/4/18,1,,138 S. Ct. 1752,2017,1706,16-1215,"LAMAR, ARCHER & COFRIN v. APPLING",4/17/18,,111,,138,,1,0,20,,31,,0,2,3,2,1,2,0,0,0,0,80030,8,2,,4,,3,307,NA,113,111,1,9,0
2017-062,6/11/18,5,,138 S. Ct. 1832,2017,1706,17-269,WASHINGTON v. UNITED STATES,4/18/18,,28,56,27,,1,0,129,,29,,0,12,2,2,1,2,0,0,0,1,20150,2,2,,4,,5,509,NA,,,1,4,4
2017-063,6/11/18,1,,138 S. Ct. 1815,2017,1706,16-1432,SVEEN v. MELIN,3/19/18,,166,,166,,1,0,83,,28,,0,2,3,1,1,4,0,1,0,0,80110,8,2,0,2,,1,128,NA,114,111,1,8,1
2017-064,5/21/18,1,,138 S. Ct. 1649,2017,1706,17-387,UPPER SKAGIT INDIAN TRIBE v. LUNDGREN,3/21/18,,170,,195,,1,0,302,56,300,56,1,8,2,1,1,5,0,1,0,0,20160,2,2,0,7,,9,900,NA,115,111,1,7,2
2017-070,6/21/18,1,,138 S. Ct. 2105,2017,1706,17-459,"PEREIRA v. SESSIONS, ATT'Y GEN.",4/23/18,,106,,327,,1,0,32,,21,,0,3,9,1,1,4,0,1,0,0,20110,2,2,0,4,,6,600,8 USC 1229 Illegal Immigration Reform and Immigrant Responsibility Act of 1996,113,111,1,8,1
2017-072,6/25/18,1,,138 S. Ct. 2305,2017,1706,17-586,ABBOTT v. PEREZ,4/24/18,,19,51,251,,2,1,122,,122,,0,1,,2,1,4,0,1,0,0,20020,2,1,0,4,,3,378,NA,112,111,1,5,4
2017-074,6/26/18,1,,138 S. Ct. 2392,2017,1706,17-965,"TRUMP, PRESIDENT OF U.S. v. HAWAII",4/25/18,,19,60,28,15,1,0,63,,29,,0,12,4,2,1,4,0,1,1,0,20310,2,1,0,4,,3,344,NA,111,111,1,5,4
2017-077,6/28/18,2,,138 S. Ct. 2548,2017,1706,17-1364,NORTH CAROLINA v. COVINGTON,,,28,38,251,,2,1,99,,99,,0,1,,,1,6,0,1,0,0,20090,2,2,0,3,7,2,231,NA,,111,1,8,0
2017-078,6/28/18,2,,138 S. Ct. 2561,2017,1706,17-742,SAUSE v. BAUER,,,227,,3,20,1,0,72,,30,,0,12,2,1,1,4,0,1,0,0,20410,2,2,,3,2,6,600,42 USC 1983,,111,1,9,0
2018-001,11/6/18,1,,139 S. Ct. 22,2018,1707,17-587,MOUNT LEMMON FIRE DISTRICT v. GUIDO,10/1/18,,18,4,145,,1,0,45,,29,,0,2,4,2,1,2,0,0,0,0,20060,2,2,0,4,,3,302,NA,109,111,1,8,0
2018-002,11/27/18,1,,139 S. Ct. 361,2018,1707,17-71,WEYERHAEUSER COMPANY v. U.S. FISH AND WILDLIFE SERVICE,10/1/18,,195,,326,,1,0,75,,25,,1,11,2,2,1,5,0,1,0,0,80130,8,1,,4,,6,600,Endangered Species Act 16 USC 1533,111,111,1,8,0
